,Year,country code,Continent,CPI,date,depth,mag,mmi,Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, total",Rural population,Rural population (% of total population),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),country,Total Affected
79,1974,PAK,Asia,19.05185393,1974-12-28,22.0,6.2,7.952999999999999,84.1972758405978,2.82286835545066,3805807,22.5478475844616,64905996,48027192,73.995,16878804,26.005,4.11555453352866,38450246497.1174,8899191919.19192,3.54019171279734,592.39899033546,Pakistan,50200.0
80,1975,TUR,Asia,20.79379863,1975-09-06,33.0,5.2,,51.033937086652,2.33622959158128,3600332,22.0421692710659,39277249,22943412,58.414,16333837,41.586,3.95069256917485,154215812627.901,44633707242.7642,7.17411268977106,3926.3394599734,Turkey,53372.0
81,1975,TUR,Asia,20.79379863,1975-09-06,33.0,5.1,,51.033937086652,2.33622959158128,3600332,22.0421692710659,39277249,22943412,58.414,16333837,41.586,3.95069256917485,154215812627.901,44633707242.7642,7.17411268977106,3926.3394599734,Turkey,53372.0
82,1975,TUR,Asia,20.79379863,1975-09-06,26.0,6.7,8.226,51.033937086652,2.33622959158128,3600332,22.0421692710659,39277249,22943412,58.414,16333837,41.586,3.95069256917485,154215812627.901,44633707242.7642,7.17411268977106,3926.3394599734,Turkey,53372.0
83,1976,PHL,Asia,21.98835663,1976-08-17,49.0,5.4,,142.357242512661,2.77310191862044,5178502,33.9672640578078,42446659,27201092,64.083,15245567,35.917,3.77203955272806,72736680730.5574,19380945792.6854,8.77840332903908,1739.76331918411,Philippines,181348.0
84,1976,PHL,Asia,21.98835663,1976-08-17,40.0,5.1,,142.357242512661,2.77310191862044,5178502,33.9672640578078,42446659,27201092,64.083,15245567,35.917,3.77203955272806,72736680730.5574,19380945792.6854,8.77840332903908,1739.76331918411,Philippines,181348.0
85,1976,PHL,Asia,21.98835663,1976-08-17,70.0,5.0,,142.357242512661,2.77310191862044,5178502,33.9672640578078,42446659,27201092,64.083,15245567,35.917,3.77203955272806,72736680730.5574,19380945792.6854,8.77840332903908,1739.76331918411,Philippines,181348.0
86,1976,ISL,Europe,21.98835663,1976-01-13,33.0,6.4,8.738999999999999,2.19604987531172,0.992857359283411,..,..,220154,28616,12.998,191538,87.002,1.37625773278427,..,1669488389.96542,..,..,Iceland,6.0
87,1976,ITA,Europe,21.98835663,1976-05-06,9.0,6.5,9.371,189.44700962225,0.498851058340731,3318157,9.04447120708349,55718260,19031129,34.156,36687131,65.844,0.804585418380234,1059530365295.78,224717278436.846,7.12538513712093,19015.855220457,Italy,218222.0
88,1976,TUR,Asia,21.98835663,1976-08-19,3.0,5.0,7.814,52.2193274690436,2.2961839894142,3759125,22.2241686034079,40189561,23274980,57.913,16914581,42.087,3.49371853107086,170348605691.149,51280134554.2889,10.4611795563238,4238.62817738042,Turkey,9050.0
89,1976,TUR,Asia,21.98835663,1976-11-24,33.0,5.0,,52.2193274690436,2.2961839894142,3759125,22.2241686034079,40189561,23274980,57.913,16914581,42.087,3.49371853107086,170348605691.149,51280134554.2889,10.4611795563238,4238.62817738042,Turkey,216000.0
90,1976,TUR,Asia,21.98835663,1976-11-24,36.0,7.3,8.544,52.2193274690436,2.2961839894142,3759125,22.2241686034079,40189561,23274980,57.913,16914581,42.087,3.49371853107086,170348605691.149,51280134554.2889,10.4611795563238,4238.62817738042,Turkey,216000.0
91,1977,SLB,Oceania,23.41797075,1977-04-21,33.0,5.2,,7.42711682743837,3.56621966210105,..,..,207885,187963,90.417,19922,9.583,6.87706006669684,..,93147039.2548237,..,..,Solomon Islands,1001.0
92,1977,SLB,Oceania,23.41797075,1977-04-21,33.0,5.5,4.5360000000000005,7.42711682743837,3.56621966210105,..,..,207885,187963,90.417,19922,9.583,6.87706006669684,..,93147039.2548237,..,..,Solomon Islands,1001.0
93,1977,SLB,Oceania,23.41797075,1977-04-21,33.0,6.1,5.6770000000000005,7.42711682743837,3.56621966210105,..,..,207885,187963,90.417,19922,9.583,6.87706006669684,..,93147039.2548237,..,..,Solomon Islands,1001.0
94,1977,SLB,Oceania,23.41797075,1977-04-21,33.0,5.2,,7.42711682743837,3.56621966210105,..,..,207885,187963,90.417,19922,9.583,6.87706006669684,..,93147039.2548237,..,..,Solomon Islands,1.0
95,1977,SLB,Oceania,23.41797075,1977-04-21,33.0,5.5,4.5360000000000005,7.42711682743837,3.56621966210105,..,..,207885,187963,90.417,19922,9.583,6.87706006669684,..,93147039.2548237,..,..,Solomon Islands,1.0
96,1977,SLB,Oceania,23.41797075,1977-04-21,33.0,6.1,5.6770000000000005,7.42711682743837,3.56621966210105,..,..,207885,187963,90.417,19922,9.583,6.87706006669684,..,93147039.2548237,..,..,Solomon Islands,1.0
97,1977,IRN,Asia,23.41797075,1977-03-22,39.0,5.9,5.117,21.3678141653773,3.11992782765733,4671248,28.2746012288357,34803041,18282037,52.53,16521004,47.47,4.82813747962794,267058506941.089,80600122701.9632,-4.03078957344596,7673.42448440322,Iran,20682.0
98,1977,IRN,Asia,23.41797075,1977-03-22,33.0,5.2,,21.3678141653773,3.11992782765733,4671248,28.2746012288357,34803041,18282037,52.53,16521004,47.47,4.82813747962794,267058506941.089,80600122701.9632,-4.03078957344596,7673.42448440322,Iran,20682.0
99,1977,IRN,Asia,23.41797075,1977-03-22,43.0,5.2,,21.3678141653773,3.11992782765733,4671248,28.2746012288357,34803041,18282037,52.53,16521004,47.47,4.82813747962794,267058506941.089,80600122701.9632,-4.03078957344596,7673.42448440322,Iran,20682.0
100,1977,IRN,Asia,23.41797075,1977-05-26,37.0,5.4,4.3,21.3678141653773,3.11992782765733,4671248,28.2746012288357,34803041,18282037,52.53,16521004,47.47,4.82813747962794,267058506941.089,80600122701.9632,-4.03078957344596,7673.42448440322,Iran,9.0
101,1977,IRN,Asia,23.41797075,1977-12-10,47.0,5.1,3.752,21.3678141653773,3.11992782765733,4671248,28.2746012288357,34803041,18282037,52.53,16521004,47.47,4.82813747962794,267058506941.089,80600122701.9632,-4.03078957344596,7673.42448440322,Iran,15.0
102,1977,PHL,Asia,23.41797075,1977-03-19,39.0,5.8,4.9239999999999995,146.323959486199,2.74833735383266,5363605,33.8898763282253,43629415,27802845,63.725,15826570,36.275,3.7401400949095,76783000641.9067,22283185056.1012,5.56297025202228,1787.4202116797,Philippines,60030.0
103,1977,PHL,Asia,23.41797075,1977-03-19,33.0,5.2,,146.323959486199,2.74833735383266,5363605,33.8898763282253,43629415,27802845,63.725,15826570,36.275,3.7401400949095,76783000641.9067,22283185056.1012,5.56297025202228,1787.4202116797,Philippines,60030.0
104,1977,PHL,Asia,23.41797075,1977-03-19,33.0,5.0,,146.323959486199,2.74833735383266,5363605,33.8898763282253,43629415,27802845,63.725,15826570,36.275,3.7401400949095,76783000641.9067,22283185056.1012,5.56297025202228,1787.4202116797,Philippines,60030.0
105,1977,PHL,Asia,23.41797075,1977-03-19,58.0,5.1,,146.323959486199,2.74833735383266,5363605,33.8898763282253,43629415,27802845,63.725,15826570,36.275,3.7401400949095,76783000641.9067,22283185056.1012,5.56297025202228,1787.4202116797,Philippines,60030.0
106,1977,ROU,Europe,23.41797075,1977-03-04,94.0,7.5,7.955,94.4520969002344,0.944235678563911,1815072,18.9859816838046,21756096,12196032,56.058,9560064,43.942,2.32600112990174,..,..,..,..,Romania,386300.0
107,1978,JPN,Asia,25.2049907,1978-01-14,13.0,5.3,,313.627183406114,0.910030976022608,27795466,31.8015636748047,114913000,27510172,23.94,87402828,76.06,0.986316390310505,2083485961714.12,1013612173518.84,5.27194150313748,18130.9857171435,Japan,2016.0
108,1978,JPN,Asia,25.2049907,1978-01-14,10.0,5.7,6.522,313.627183406114,0.910030976022608,27795466,31.8015636748047,114913000,27510172,23.94,87402828,76.06,0.986316390310505,2083485961714.12,1013612173518.84,5.27194150313748,18130.9857171435,Japan,2016.0
109,1978,JPN,Asia,25.2049907,1978-01-14,11.0,5.0,,313.627183406114,0.910030976022608,27795466,31.8015636748047,114913000,27510172,23.94,87402828,76.06,0.986316390310505,2083485961714.12,1013612173518.84,5.27194150313748,18130.9857171435,Japan,2016.0
110,1978,JPN,Asia,25.2049907,1978-01-14,5.0,5.2,,313.627183406114,0.910030976022608,27795466,31.8015636748047,114913000,27510172,23.94,87402828,76.06,0.986316390310505,2083485961714.12,1013612173518.84,5.27194150313748,18130.9857171435,Japan,2016.0
111,1966,COD,Africa,12.5413205,1966-03-20,29.3,6.6,8.052999999999999,7.87898458348956,2.79406755574886,789579,18.6783884399086,17862052,13634819,76.334,4227233,23.666,3.7792118065389,22925705458.9266,4532660181.81818,6.77548530172186,1283.486411441,Democratic Republic of the Congo,3600.0
112,1969,ZAF,Africa,14.17378236,1969-09-29,15.0,6.3,8.761000000000001,17.7200990858057,2.61066291008042,1413488,13.7840914144129,21496075,11241587,52.296,10254488,47.704,2.84992386886717,108714216604.152,16780393294.8904,4.71583060864099,4622.31160388324,South Africa,1000.0
113,1979,GTM,Americas,28.04168132,1979-10-09,33.0,5.0,3.8,62.7153975363942,2.38916672626313,1131800,43.8539730118667,6720582,4139744,61.598,2580838,38.402,3.22859274626538,21859302107.4257,6902600200,4.71345608734475,3252.59063983234,Guatemala,2040.0
114,1979,COL,Americas,28.04168132,1979-11-23,108.0,6.4,5.272,23.7160847228481,2.22627493022301,3422286,20.6245821339994,26312996,9719758,36.939,16593238,63.061,3.31365803883448,82771902522.4992,27940411250.2732,5.37911898776446,3145.66621461498,Colombia,600.0
115,1980,DZA,Africa,31.84110657,1980-10-10,11.0,5.3,,8.07042708272104,3.03094858634096,1621442,19.3732357806534,19221659,10852164,56.458,8369495,43.542,5.06566291477352,61248608600.3829,42346380830.7708,0.790606972981195,3186.43514348444,Algeria,930317.0
116,1980,DZA,Africa,31.84110657,1980-10-10,10.0,5.4,,8.07042708272104,3.03094858634096,1621442,19.3732357806534,19221659,10852164,56.458,8369495,43.542,5.06566291477352,61248608600.3829,42346380830.7708,0.790606972981195,3186.43514348444,Algeria,930317.0
117,1980,DZA,Africa,31.84110657,1980-10-10,10.0,6.2,7.581,8.07042708272104,3.03094858634096,1621442,19.3732357806534,19221659,10852164,56.458,8369495,43.542,5.06566291477352,61248608600.3829,42346380830.7708,0.790606972981195,3186.43514348444,Algeria,930317.0
118,1980,DZA,Africa,31.84110657,1980-10-10,10.0,5.3,,8.07042708272104,3.03094858634096,1621442,19.3732357806534,19221659,10852164,56.458,8369495,43.542,5.06566291477352,61248608600.3829,42346380830.7708,0.790606972981195,3186.43514348444,Algeria,930317.0
119,1980,DZA,Africa,31.84110657,1980-10-10,10.0,5.9,7.117000000000001,8.07042708272104,3.03094858634096,1621442,19.3732357806534,19221659,10852164,56.458,8369495,43.542,5.06566291477352,61248608600.3829,42346380830.7708,0.790606972981195,3186.43514348444,Algeria,930317.0
120,1980,DZA,Africa,31.84110657,1980-10-10,10.0,7.3,8.578,8.07042708272104,3.03094858634096,1621442,19.3732357806534,19221659,10852164,56.458,8369495,43.542,5.06566291477352,61248608600.3829,42346380830.7708,0.790606972981195,3186.43514348444,Algeria,930317.0
121,1980,ECU,Americas,31.84110657,1980-08-18,55.0,5.6,4.63,28.8584669845398,2.60080243686837,1119663,29.8433710983374,7989178,4237380,53.039,3751798,46.961,4.59451677023981,33793084551.9767,17881514682.8784,3.70868296886218,4229.85750874203,Ecuador,40.0
122,1981,GRC,Europe,35.13179151,1981-03-10,31.1,5.6,6.404,75.4798293250582,0.896616062871497,3028415,44.6284994971877,9729350,2943518,30.254,6785832,69.746,1.47609973771496,145493110567.221,52346506765.0676,-1.55372097081377,14965.4405979449,Greece,450.0
123,1982,AFG,Asia,37.28586971,1982-12-16,36.0,6.6,6.274,19.7324357442637,-2.21977958780843,1075233,48.675873089886,12882518,10673553,82.853,2208965,17.147,1.25145752639358,..,..,..,..,Afghanistan,38000.0
124,1982,ALB,Europe,37.28586971,1982-11-16,21.0,5.6,6.449,101.61598540146,2.11327178253342,202994,21.2638205825202,2784278,1829633,65.713,954645,34.287,2.88327330682815,5062840191.20539,..,2.94859680156867,1818.46854338598,Albania,5005.0
125,1983,CRI,Americas,38.4836513,1983-07-03,33.0,6.5,6.511,50.7836858597728,2.72307371822455,585653,51.1499844537683,2593015,1448043,55.844,1144972,44.156,3.5257058121776,13842161507.208,3146770103.81027,2.86299270239974,5338.24968508974,Costa Rica,5060.0
126,1983,CRI,Americas,38.4836513,1983-07-03,33.0,5.1,6.6,50.7836858597728,2.72307371822455,585653,51.1499844537683,2593015,1448043,55.844,1144972,44.156,3.5257058121776,13842161507.208,3146770103.81027,2.86299270239974,5338.24968508974,Costa Rica,5060.0
127,1983,BEL,Europe,38.4836513,1983-11-08,10.0,5.0,7.808,300.290067032297,-0.00794447069062125,1668543,17.6839001379807,9855520,420141,4.26300000000001,9435379,95.737,0.0965557068644852,241909727823.21,87184239053.2544,0.311842702585196,24545.6077226986,Belgium,1030.0
128,1983,CHL,Americas,38.4836513,1983-10-04,33.0,5.0,,16.0153900571865,1.38719409697332,4046324,41.2584007807267,11907955,2100682,17.641,9807273,82.359,1.54881223752577,49029306153.9545,20355959237.2128,-5.01742052484838,4117.35735934126,Chile,1524.0
129,1983,CHL,Americas,38.4836513,1983-10-04,14.8,7.4,7.101,16.0153900571865,1.38719409697332,4046324,41.2584007807267,11907955,2100682,17.641,9807273,82.359,1.54881223752577,49029306153.9545,20355959237.2128,-5.01742052484838,4117.35735934126,Chile,1524.0
130,1983,COL,Americas,38.4836513,1983-03-31,22.2,5.5,8.021,25.8802911221271,2.1556696617838,3852056,20.4085745707983,28714183,9839489,34.267,18874694,65.733,3.16480634217298,90352514185.4803,38729822781.5997,1.57395603828768,3146.61622743994,Colombia,36200.0
131,1983,GIN,Africa,38.4836513,1983-12-22,11.3,6.3,8.558,21.1437530522546,2.30469807858495,682181,50.3619636249812,5195443,3840887,73.928,1354556,26.072,4.86090511090447,..,..,..,..,Guinea,21436.0
132,1984,AFG,Asia,40.13865994,1984-02-02,39.2,5.0,,18.6936035290874,-2.69538173169936,1182500,52.7590648550565,12204306,9962985,81.635,2241321,18.365,0.727659896469548,..,..,..,..,Afghanistan,35.0
133,1985,ARG,Americas,41.56182689,1985-01-26,5.0,5.2,,11.0411789424451,1.59856607352161,10523442,40.9546966599837,30216284,4520960,14.962,25695324,85.038,2.09014235591245,272218554795.346,88416668900.2596,-5.18902435215529,9009.00172884746,Argentina,45238.0
134,1985,ARG,Americas,41.56182689,1985-01-26,5.0,6.2,6.847,11.0411789424451,1.59856607352161,10523442,40.9546966599837,30216284,4520960,14.962,25695324,85.038,2.09014235591245,272218554795.346,88416668900.2596,-5.18902435215529,9009.00172884746,Argentina,45238.0
135,1985,CHL,Americas,41.56182689,1985-03-03,33.0,6.4,6.223,16.4851519504204,1.47196608872884,4201485,41.4862324264225,12257238,2129818,17.376,10127420,82.624,1.63184823879366,53088027476.743,17702885393.5099,4.00991620181227,4331.15743340735,Chile,1482275.0
136,1985,CHL,Americas,41.56182689,1985-03-03,33.0,5.5,4.779,16.4851519504204,1.47196608872884,4201485,41.4862324264225,12257238,2129818,17.376,10127420,82.624,1.63184823879366,53088027476.743,17702885393.5099,4.00991620181227,4331.15743340735,Chile,1482275.0
137,1986,BGR,Europe,42.35069857,1986-12-07,20.5,5.6,6.31,80.9741571002441,-0.0265197545262494,1192558,20.4811083201293,8958171,3135449,35.001,5822722,64.999,0.604721481068423,37321009486.1088,20249294117.6471,4.20760200434131,4085.17607851839,Bulgaria,3060.0
138,1986,BRA,Americas,42.35069857,1986-11-30,5.0,5.1,6.876,16.5238815095225,2.07396482803476,13660287,13.9894380528029,138108915,40461769,29.297,97647146,70.703,3.27057822528238,898395139260.805,256480855343.617,7.48999999999982,6412.45692979351,Brazil,23000.0
139,1986,GRC,Europe,42.35069857,1986-09-13,11.2,6.0,7.555,77.325159038014,0.330759073504695,3051253,43.2942043501463,9967213,2919496,29.291,7047717,70.709,0.601246212235807,149567567935.573,56379593476.1441,0.517660337701159,15017.3948671523,Greece,45300.0
140,1987,CHL,Americas,43.90266239,1987-08-08,69.7,7.2,7.21,17.003863989714,1.57112693192467,4362596,41.6314711536755,12642917,2163835,17.115,10479082,82.885,1.72809717671756,59557114174.2225,22255407684.6999,6.46046852848674,4710.70989188828,Chile,5112.0
141,1987,ECU,Americas,43.90266239,1987-09-22,10.0,6.0,6.5360000000000005,34.3966262100852,2.4437348745455,1435783,28.5736205323338,9522362,4497507,47.231,5024855,52.769,3.92520379308666,39393379286.0295,13945431882.2271,-0.259098708350407,4136.93359757059,Ecuador,6.0
142,1987,ECU,Americas,43.90266239,1987-09-22,10.0,6.4,6.705,34.3966262100852,2.4437348745455,1435783,28.5736205323338,9522362,4497507,47.231,5024855,52.769,3.92520379308666,39393379286.0295,13945431882.2271,-0.259098708350407,4136.93359757059,Ecuador,6.0
143,1988,GTM,Americas,45.69289676,1988-11-03,68.5,6.6,6.39,79.9396323254946,2.76824690553245,1382473,39.0458945793919,8566331,5025695,58.668,3540636,41.332,3.56985177415234,23087048852.8383,7841602824.42748,3.89238706043788,2695.09184887185,Guatemala,500.0
144,1988,BGD,Asia,45.69289676,1988-02-06,33.0,5.9,6.439,754.293231927479,2.59503194849183,5753775,31.0729933913572,98186350,79669386,81.141,18516964,18.859,5.08616809910504,48641893176.7727,26579005760.3486,2.41625685566223,495.403823207327,Bangladesh,100.0
145,1988,DZA,Africa,45.69289676,1988-10-31,12.0,5.6,6.728,10.2628632848254,2.77585679096352,1731209,14.0216991794206,24443472,12096830,49.489,12346642,50.511,4.35021981529598,76467430893.3915,59089067187.3943,-1.0000054903297,3128.33554882054,Algeria,257.0
146,1978,IRN,Asia,25.2049907,1978-09-16,33.0,7.4,8.985,22.0786432623591,3.27249941655448,4803391,27.7064785140569,35960811,18624104,51.79,17336707,48.21,4.81935045253234,229800737437.341,77994316621.4814,-13.9511637095936,6390.31020288561,Iran,40000.0
147,1978,IRN,Asia,25.2049907,1978-12-14,33.0,6.2,6.207999999999999,22.0786432623591,3.27249941655448,4803391,27.7064785140569,35960811,18624104,51.79,17336707,48.21,4.81935045253234,229800737437.341,77994316621.4814,-13.9511637095936,6390.31020288561,Iran,52.0
148,1978,MEX,Americas,25.2049907,1978-11-29,33.0,5.0,,33.1772278093572,2.55180777083029,12067162,28.8142820643233,64494872,22615772,35.066,41879100,64.934,3.66526249240606,434141139975.766,102500000000,8.95694232825602,6731.40556005391,Mexico,3850.0
149,1978,MEX,Americas,25.2049907,1978-11-29,22.0,5.7,5.417999999999999,33.1772278093572,2.55180777083029,12067162,28.8142820643233,64494872,22615772,35.066,41879100,64.934,3.66526249240606,434141139975.766,102500000000,8.95694232825602,6731.40556005391,Mexico,3850.0
150,1978,MEX,Americas,25.2049907,1978-11-29,33.0,5.3,,33.1772278093572,2.55180777083029,12067162,28.8142820643233,64494872,22615772,35.066,41879100,64.934,3.66526249240606,434141139975.766,102500000000,8.95694232825602,6731.40556005391,Mexico,3850.0
151,1978,MEX,Americas,25.2049907,1978-11-29,18.0,7.7,7.709,33.1772278093572,2.55180777083029,12067162,28.8142820643233,64494872,22615772,35.066,41879100,64.934,3.66526249240606,434141139975.766,102500000000,8.95694232825602,6731.40556005391,Mexico,3850.0
152,1979,IDN,Asia,28.04168132,1979-09-12,33.0,5.2,,79.4944959344657,2.38081318843327,5728921,18.482370321027,144009844,113013165,78.476,30996679,21.524,5.05517259376485,143933699723.414,51400186379.3028,7.32430948559606,999.47125644698,Indonesia,5005.0
153,1979,IDN,Asia,28.04168132,1979-09-12,33.0,5.5,5.169,79.4944959344657,2.38081318843327,5728921,18.482370321027,144009844,113013165,78.476,30996679,21.524,5.05517259376485,143933699723.414,51400186379.3028,7.32430948559606,999.47125644698,Indonesia,5005.0
154,1979,IDN,Asia,28.04168132,1979-09-12,5.0,7.9,6.954,79.4944959344657,2.38081318843327,5728921,18.482370321027,144009844,113013165,78.476,30996679,21.524,5.05517259376485,143933699723.414,51400186379.3028,7.32430948559606,999.47125644698,Indonesia,5005.0
155,1979,IDN,Asia,28.04168132,1979-11-02,62.0,6.1,5.49,79.4944959344657,2.38081318843327,5728921,18.482370321027,144009844,113013165,78.476,30996679,21.524,5.05517259376485,143933699723.414,51400186379.3028,7.32430948559606,999.47125644698,Indonesia,43200.0
156,1979,IDN,Asia,28.04168132,1979-12-15,33.0,5.0,,79.4944959344657,2.38081318843327,5728921,18.482370321027,144009844,113013165,78.476,30996679,21.524,5.05517259376485,143933699723.414,51400186379.3028,7.32430948559606,999.47125644698,Indonesia,1500.0
157,1979,IDN,Asia,28.04168132,1979-12-15,33.0,6.6,6.652,79.4944959344657,2.38081318843327,5728921,18.482370321027,144009844,113013165,78.476,30996679,21.524,5.05517259376485,143933699723.414,51400186379.3028,7.32430948559606,999.47125644698,Indonesia,1500.0
158,1979,IDN,Asia,28.04168132,1979-12-18,33.0,5.0,,79.4944959344657,2.38081318843327,5728921,18.482370321027,144009844,113013165,78.476,30996679,21.524,5.05517259376485,143933699723.414,51400186379.3028,7.32430948559606,999.47125644698,Indonesia,619.0
159,1979,IRN,Asia,28.04168132,1979-01-16,33.0,6.7,7.581,22.8622663866991,3.48770224078944,4939272,27.0972360860009,37237145,19009190,51.049,18227955,48.951,5.01303590793186,205748047913.529,90391877325.9285,-10.4667590678949,5525.34432791582,Iran,5200.0
160,1979,IRN,Asia,28.04168132,1979-11-14,33.0,6.6,7.3260000000000005,22.8622663866991,3.48770224078944,4939272,27.0972360860009,37237145,19009190,51.049,18227955,48.951,5.01303590793186,205748047913.529,90391877325.9285,-10.4667590678949,5525.34432791582,Iran,15055.0
161,1979,IRN,Asia,28.04168132,1979-11-27,10.0,7.1,8.027999999999999,22.8622663866991,3.48770224078944,4939272,27.0972360860009,37237145,19009190,51.049,18227955,48.951,5.01303590793186,205748047913.529,90391877325.9285,-10.4667590678949,5525.34432791582,Iran,23.0
162,1979,IRN,Asia,28.04168132,1979-11-27,17.0,5.0,,22.8622663866991,3.48770224078944,4939272,27.0972360860009,37237145,19009190,51.049,18227955,48.951,5.01303590793186,205748047913.529,90391877325.9285,-10.4667590678949,5525.34432791582,Iran,23.0
163,1979,ITA,Europe,28.04168132,1979-09-19,16.0,5.9,8.67,191.485325218456,0.289147207649738,3372228,9.01216102488388,56317749,18899110,33.558,37418639,66.442,0.589107555455562,1188722899231.18,393677161500.816,5.95915942625737,21107.4291913049,Italy,5000.0
164,1979,MEX,Americas,28.04168132,1979-03-14,66.0,5.0,,34.0152308444147,2.49446590992518,12547433,28.9060067935872,66123908,22716207,34.354,43407701,65.646,3.58499719615559,476244886369.1,134561403508.772,9.69817013786907,7202.31003843723,Mexico,7535.0
165,1979,MEX,Americas,28.04168132,1979-03-14,52.0,5.5,4.461,34.0152308444147,2.49446590992518,12547433,28.9060067935872,66123908,22716207,34.354,43407701,65.646,3.58499719615559,476244886369.1,134561403508.772,9.69817013786907,7202.31003843723,Mexico,7535.0
166,1979,MEX,Americas,28.04168132,1979-03-14,49.0,7.6,8.033999999999999,34.0152308444147,2.49446590992518,12547433,28.9060067935872,66123908,22716207,34.354,43407701,65.646,3.58499719615559,476244886369.1,134561403508.772,9.69817013786907,7202.31003843723,Mexico,7535.0
167,1979,PER,Americas,28.04168132,1979-02-16,52.0,5.5,4.501,13.36983828125,2.54441033136927,4278073,39.0844152320276,17113393,6167667,36.04,10945726,63.96,3.51691190215846,62229401834.0425,15962459447.2168,4.09075057410003,3636.29829771586,Peru,1100.0
168,1979,PER,Americas,28.04168132,1979-02-16,53.0,6.9,7.0760000000000005,13.36983828125,2.54441033136927,4278073,39.0844152320276,17113393,6167667,36.04,10945726,63.96,3.51691190215846,62229401834.0425,15962459447.2168,4.09075057410003,3636.29829771586,Peru,1100.0
169,1980,IRN,Asia,31.84110657,1980-12-22,41.0,5.5,4.828,23.7298582971095,3.72463034859928,5079191,26.4452138149725,38650244,19443778,50.307,19206466,49.693,5.22905885033389,149518016947.142,94362275580.0229,-27.3295574546687,3868.48830623532,Iran,100.0
170,1980,ITA,Europe,31.84110657,1980-11-23,10.0,6.9,9.404,191.880191084968,0.20599975185947,3390480,9.01542616188137,56433883,18826343,33.36,37607540,66.64,0.503561294703949,1229496289796.81,477256775943.929,3.4300164144226,21786.4911013976,Italy,407700.0
171,1980,MEX,Americas,31.84110657,1980-06-09,6.0,6.3,8.097999999999999,34.8575668098459,2.44618484199323,13027620,28.9810426018403,67761367,22809154,33.661,44952213,66.339,3.49631244246518,520217776787.932,205139086956.522,9.23325198388642,7677.20309993056,Mexico,60.0
172,1980,MEX,Americas,31.84110657,1980-10-24,72.0,6.4,6.571000000000001,34.8575668098459,2.44618484199323,13027620,28.9810426018403,67761367,22809154,33.661,44952213,66.339,3.49631244246518,520217776787.932,205139086956.522,9.23325198388642,7677.20309993056,Mexico,6300.0
173,1980,NPL,Asia,31.84110657,1980-07-29,18.0,6.5,8.068999999999999,105.009846153846,2.28664604137419,225143,24.6152349152516,15016408,14101759,93.909,914649,6.091,6.90659701143698,5209673422.15825,1945916583.33333,-2.31939420324059,346.932064056747,Nepal,240600.0
174,1980,NPL,Asia,31.84110657,1980-07-29,34.0,5.7,4.873,105.009846153846,2.28664604137419,225143,24.6152349152516,15016408,14101759,93.909,914649,6.091,6.90659701143698,5209673422.15825,1945916583.33333,-2.31939420324059,346.932064056747,Nepal,240600.0
175,1981,IDN,Asia,35.13179151,1981-01-19,33.0,5.2,,83.3190116859961,2.33961818442446,6197327,17.9963617150438,150938222,116501667,77.185,34436555,22.815,5.50558054351771,170691612970.702,85518233450.7774,7.92715682412874,1130.87070133039,Indonesia,2682.0
176,1981,IDN,Asia,35.13179151,1981-01-19,33.0,5.4,,83.3190116859961,2.33961818442446,6197327,17.9963617150438,150938222,116501667,77.185,34436555,22.815,5.50558054351771,170691612970.702,85518233450.7774,7.92715682412874,1130.87070133039,Indonesia,2682.0
177,1981,IDN,Asia,35.13179151,1981-01-19,33.0,6.7,6.593,83.3190116859961,2.33961818442446,6197327,17.9963617150438,150938222,116501667,77.185,34436555,22.815,5.50558054351771,170691612970.702,85518233450.7774,7.92715682412874,1130.87070133039,Indonesia,2682.0
178,1981,PAK,Asia,35.13179151,1981-09-12,33.0,6.2,6.231,104.660207814446,3.30910993350615,5267490,23.0050379709409,80680461,57783346,71.62,22897115,28.38,4.42168875970382,58405658207.1829,28100606060.6061,7.92076357199755,723.913293048522,Pakistan,2000.0
